n_vars,n_test,n_train,correlation,model,n_batches,n_samples,n_cores,computer_name,approach,time
10,20,1000,0.5,xgboost,50,1000,8,Linuxjullum,independence,13.0559999999996
10,5,10000,0.5,xgboost,50,1000,8,Linuxjullum,independence,10.5109999999995
10,20,10000,0.5,xgboost,50,1000,8,Linuxjullum,independence,13.3490000000002
5,5,1000,0.5,xgboost,1,1000,1,Linuxjullum,independence,0.305000000000291
7,5,1000,0.5,xgboost,1,1000,1,Linuxjullum,independence,1.08899999999994
10,5,1000,0.5,xgboost,1,1000,1,Linuxjullum,independence,5.30500000000029
5,20,1000,0.5,xgboost,1,1000,1,Linuxjullum,independence,0.503999999999905
7,20,1000,0.5,xgboost,1,1000,1,Linuxjullum,independence,1.78900000000067
10,20,1000,0.5,xgboost,1,1000,1,Linuxjullum,independence,14.8829999999998
5,5,10000,0.5,xgboost,1,1000,1,Linuxjullum,independence,0.397999999999229
7,5,10000,0.5,xgboost,1,1000,1,Linuxjullum,independence,0.876000000000204
10,5,10000,0.5,xgboost,1,1000,1,Linuxjullum,independence,4.10699999999997
5,20,10000,0.5,xgboost,1,1000,1,Linuxjullum,independence,0.646999999999935
7,20,10000,0.5,xgboost,1,1000,1,Linuxjullum,independence,1.83800000000065
10,20,10000,0.5,xgboost,1,1000,1,Linuxjullum,independence,15.4129999999996
5,5,1000,0.5,xgboost,2,1000,1,Linuxjullum,independence,0.273000000000138
7,5,1000,0.5,xgboost,2,1000,1,Linuxjullum,independence,0.618000000000393
10,5,1000,0.5,xgboost,2,1000,1,Linuxjullum,independence,3.33199999999943
5,20,1000,0.5,xgboost,2,1000,1,Linuxjullum,independence,0.475999999999658
7,20,1000,0.5,xgboost,2,1000,1,Linuxjullum,independence,1.4380000000001
10,20,1000,0.5,xgboost,2,1000,1,Linuxjullum,independence,12.2390000000005
5,5,10000,0.5,xgboost,2,1000,1,Linuxjullum,independence,0.412999999999556
7,5,10000,0.5,xgboost,2,1000,1,Linuxjullum,independence,0.697000000000116
10,5,10000,0.5,xgboost,2,1000,1,Linuxjullum,independence,3.58299999999963
5,20,10000,0.5,xgboost,2,1000,1,Linuxjullum,independence,0.627999999999702
7,20,10000,0.5,xgboost,2,1000,1,Linuxjullum,independence,1.67900000000009
10,20,10000,0.5,xgboost,2,1000,1,Linuxjullum,independence,13.5460000000003
5,5,1000,0.5,xgboost,4,1000,1,Linuxjullum,independence,0.326000000000022
7,5,1000,0.5,xgboost,4,1000,1,Linuxjullum,independence,0.542000000000371
10,5,1000,0.5,xgboost,4,1000,1,Linuxjullum,independence,3.00500000000011
5,20,1000,0.5,xgboost,4,1000,1,Linuxjullum,independence,0.524999999999636
7,20,1000,0.5,xgboost,4,1000,1,Linuxjullum,independence,1.43299999999999
10,20,1000,0.5,xgboost,4,1000,1,Linuxjullum,independence,11.8509999999997
5,5,10000,0.5,xgboost,4,1000,1,Linuxjullum,independence,0.449999999999818
7,5,10000,0.5,xgboost,4,1000,1,Linuxjullum,independence,0.748999999999796
10,5,10000,0.5,xgboost,4,1000,1,Linuxjullum,independence,3.42799999999988
5,20,10000,0.5,xgboost,4,1000,1,Linuxjullum,independence,0.733999999999469
7,20,10000,0.5,xgboost,4,1000,1,Linuxjullum,independence,1.73899999999958
10,20,10000,0.5,xgboost,4,1000,1,Linuxjullum,independence,12.335
5,5,1000,0.5,xgboost,6,1000,1,Linuxjullum,independence,0.347000000000662
7,5,1000,0.5,xgboost,6,1000,1,Linuxjullum,independence,0.640999999999622
10,5,1000,0.5,xgboost,6,1000,1,Linuxjullum,independence,3.05200000000059
5,20,1000,0.5,xgboost,6,1000,1,Linuxjullum,independence,0.644999999999527
7,20,1000,0.5,xgboost,6,1000,1,Linuxjullum,independence,1.56700000000001
10,20,1000,0.5,xgboost,6,1000,1,Linuxjullum,independence,11.2119999999995
5,5,10000,0.5,xgboost,6,1000,1,Linuxjullum,independence,0.476999999999862
7,5,10000,0.5,xgboost,6,1000,1,Linuxjullum,independence,0.847999999999956
10,5,10000,0.5,xgboost,6,1000,1,Linuxjullum,independence,3.50300000000061
5,20,10000,0.5,xgboost,6,1000,1,Linuxjullum,independence,0.813000000000102
7,20,10000,0.5,xgboost,6,1000,1,Linuxjullum,independence,1.80799999999999
10,20,10000,0.5,xgboost,6,1000,1,Linuxjullum,independence,12.9780000000001
7,5,1000,0.5,xgboost,8,1000,1,Linuxjullum,independence,0.601999999999862
10,5,1000,0.5,xgboost,8,1000,1,Linuxjullum,independence,3.04299999999967
7,20,1000,0.5,xgboost,8,1000,1,Linuxjullum,independence,1.53200000000015
10,20,1000,0.5,xgboost,8,1000,1,Linuxjullum,independence,11.1590000000006
7,5,10000,0.5,xgboost,8,1000,1,Linuxjullum,independence,0.806000000000495
10,5,10000,0.5,xgboost,8,1000,1,Linuxjullum,independence,3.5630000000001
7,20,10000,0.5,xgboost,8,1000,1,Linuxjullum,independence,1.85899999999947
10,20,10000,0.5,xgboost,8,1000,1,Linuxjullum,independence,12.3960000000006
7,5,1000,0.5,xgboost,10,1000,1,Linuxjullum,independence,0.627000000000408
10,5,1000,0.5,xgboost,10,1000,1,Linuxjullum,independence,3.11299999999937
7,20,1000,0.5,xgboost,10,1000,1,Linuxjullum,independence,1.58899999999994
10,20,1000,0.5,xgboost,10,1000,1,Linuxjullum,independence,11.6169999999993
7,5,10000,0.5,xgboost,10,1000,1,Linuxjullum,independence,0.849999999999454
10,5,10000,0.5,xgboost,10,1000,1,Linuxjullum,independence,3.77300000000014
7,20,10000,0.5,xgboost,10,1000,1,Linuxjullum,independence,1.90499999999975
10,20,10000,0.5,xgboost,10,1000,1,Linuxjullum,independence,13.5190000000002
7,5,1000,0.5,xgboost,15,1000,1,Linuxjullum,independence,0.747000000000298
10,5,1000,0.5,xgboost,15,1000,1,Linuxjullum,independence,3.38799999999992
7,20,1000,0.5,xgboost,15,1000,1,Linuxjullum,independence,1.8179999999993
10,20,1000,0.5,xgboost,15,1000,1,Linuxjullum,independence,12.1320000000005
7,5,10000,0.5,xgboost,15,1000,1,Linuxjullum,independence,0.95299999999952
10,5,10000,0.5,xgboost,15,1000,1,Linuxjullum,independence,4.08200000000033
7,20,10000,0.5,xgboost,15,1000,1,Linuxjullum,independence,2.0619999999999
10,20,10000,0.5,xgboost,15,1000,1,Linuxjullum,independence,14.2710000000006
7,5,1000,0.5,xgboost,20,1000,1,Linuxjullum,independence,0.793999999999869
10,5,1000,0.5,xgboost,20,1000,1,Linuxjullum,independence,3.64899999999943
7,20,1000,0.5,xgboost,20,1000,1,Linuxjullum,independence,1.98100000000068
10,20,1000,0.5,xgboost,20,1000,1,Linuxjullum,independence,12.7819999999992
7,5,10000,0.5,xgboost,20,1000,1,Linuxjullum,independence,1.04899999999998
10,5,10000,0.5,xgboost,20,1000,1,Linuxjullum,independence,4.0570000000007
7,20,10000,0.5,xgboost,20,1000,1,Linuxjullum,independence,2.45300000000043
10,20,10000,0.5,xgboost,20,1000,1,Linuxjullum,independence,14.4660000000004
7,5,1000,0.5,xgboost,25,1000,1,Linuxjullum,independence,0.878000000000611
10,5,1000,0.5,xgboost,25,1000,1,Linuxjullum,independence,3.62400000000071
7,20,1000,0.5,xgboost,25,1000,1,Linuxjullum,independence,2.21700000000055
10,20,1000,0.5,xgboost,25,1000,1,Linuxjullum,independence,13.085
7,5,10000,0.5,xgboost,25,1000,1,Linuxjullum,independence,1.13599999999951
10,5,10000,0.5,xgboost,25,1000,1,Linuxjullum,independence,4.36700000000019
7,20,10000,0.5,xgboost,25,1000,1,Linuxjullum,independence,2.45700000000033
10,20,10000,0.5,xgboost,25,1000,1,Linuxjullum,independence,14.6540000000005
7,5,1000,0.5,xgboost,30,1000,1,Linuxjullum,independence,0.9399999999996
10,5,1000,0.5,xgboost,30,1000,1,Linuxjullum,independence,3.77499999999964
7,20,1000,0.5,xgboost,30,1000,1,Linuxjullum,independence,2.34500000000025
10,20,1000,0.5,xgboost,30,1000,1,Linuxjullum,independence,13.1499999999996
7,5,10000,0.5,xgboost,30,1000,1,Linuxjullum,independence,1.20199999999932
10,5,10000,0.5,xgboost,30,1000,1,Linuxjullum,independence,4.4369999999999
7,20,10000,0.5,xgboost,30,1000,1,Linuxjullum,independence,2.72400000000016
10,20,10000,0.5,xgboost,30,1000,1,Linuxjullum,independence,14.5810000000001
10,5,1000,0.5,xgboost,35,1000,1,Linuxjullum,independence,3.87900000000082
10,20,1000,0.5,xgboost,35,1000,1,Linuxjullum,independence,12.781
10,5,10000,0.5,xgboost,35,1000,1,Linuxjullum,independence,4.39999999999964
10,20,10000,0.5,xgboost,35,1000,1,Linuxjullum,independence,14.75
10,5,1000,0.5,xgboost,40,1000,1,Linuxjullum,independence,3.92199999999957
10,20,1000,0.5,xgboost,40,1000,1,Linuxjullum,independence,13.2819999999992
10,5,10000,0.5,xgboost,40,1000,1,Linuxjullum,independence,4.44499999999971
10,20,10000,0.5,xgboost,40,1000,1,Linuxjullum,independence,14.6729999999998
10,5,1000,0.5,xgboost,45,1000,1,Linuxjullum,independence,3.94499999999971
10,20,1000,0.5,xgboost,45,1000,1,Linuxjullum,independence,13.3490000000002
10,5,10000,0.5,xgboost,45,1000,1,Linuxjullum,independence,4.58100000000013
10,20,10000,0.5,xgboost,45,1000,1,Linuxjullum,independence,14.6719999999996
10,5,1000,0.5,xgboost,50,1000,1,Linuxjullum,independence,4.03800000000047
10,20,1000,0.5,xgboost,50,1000,1,Linuxjullum,independence,13.5469999999996
10,5,10000,0.5,xgboost,50,1000,1,Linuxjullum,independence,4.7460000000001
10,20,10000,0.5,xgboost,50,1000,1,Linuxjullum,independence,14.6990000000005
5,5,1000,0.5,xgboost,1,1000,4,Linuxjullum,independence,1.8760000000002
7,5,1000,0.5,xgboost,1,1000,4,Linuxjullum,independence,2.69700000000012
10,5,1000,0.5,xgboost,1,1000,4,Linuxjullum,independence,6.54500000000007
5,20,1000,0.5,xgboost,1,1000,4,Linuxjullum,independence,2.49799999999959
7,20,1000,0.5,xgboost,1,1000,4,Linuxjullum,independence,4.2529999999997
10,20,1000,0.5,xgboost,1,1000,4,Linuxjullum,independence,17.1689999999999
5,5,10000,0.5,xgboost,1,1000,4,Linuxjullum,independence,2.08899999999994
7,5,10000,0.5,xgboost,1,1000,4,Linuxjullum,independence,2.8809999999994
10,5,10000,0.5,xgboost,1,1000,4,Linuxjullum,independence,7.13700000000063
5,20,10000,0.5,xgboost,1,1000,4,Linuxjullum,independence,2.66200000000026
7,20,10000,0.5,xgboost,1,1000,4,Linuxjullum,independence,4.67900000000009
10,20,10000,0.5,xgboost,1,1000,4,Linuxjullum,independence,18.3270000000002
5,5,1000,0.5,xgboost,2,1000,4,Linuxjullum,independence,2.96599999999944
7,5,1000,0.5,xgboost,2,1000,4,Linuxjullum,independence,3.41199999999935
10,5,1000,0.5,xgboost,2,1000,4,Linuxjullum,independence,5.70899999999983
5,20,1000,0.5,xgboost,2,1000,4,Linuxjullum,independence,3.48700000000008
7,20,1000,0.5,xgboost,2,1000,4,Linuxjullum,independence,4.27300000000014
10,20,1000,0.5,xgboost,2,1000,4,Linuxjullum,independence,11.3640000000005
5,5,10000,0.5,xgboost,2,1000,4,Linuxjullum,independence,3.10599999999977
7,5,10000,0.5,xgboost,2,1000,4,Linuxjullum,independence,3.58799999999974
10,5,10000,0.5,xgboost,2,1000,4,Linuxjullum,independence,6.1929999999993
5,20,10000,0.5,xgboost,2,1000,4,Linuxjullum,independence,3.43199999999979
7,20,10000,0.5,xgboost,2,1000,4,Linuxjullum,independence,4.81500000000051
10,20,10000,0.5,xgboost,2,1000,4,Linuxjullum,independence,12.1590000000006
5,5,1000,0.5,xgboost,4,1000,4,Linuxjullum,independence,5.05299999999988
7,5,1000,0.5,xgboost,4,1000,4,Linuxjullum,independence,5.20699999999943
10,5,1000,0.5,xgboost,4,1000,4,Linuxjullum,independence,7.00999999999931
5,20,1000,0.5,xgboost,4,1000,4,Linuxjullum,independence,5.0619999999999
7,20,1000,0.5,xgboost,4,1000,4,Linuxjullum,independence,5.92500000000018
10,20,1000,0.5,xgboost,4,1000,4,Linuxjullum,independence,10.1610000000001
5,5,10000,0.5,xgboost,4,1000,4,Linuxjullum,independence,5.2510000000002
7,5,10000,0.5,xgboost,4,1000,4,Linuxjullum,independence,5.24499999999989
10,5,10000,0.5,xgboost,4,1000,4,Linuxjullum,independence,7.12199999999939
5,20,10000,0.5,xgboost,4,1000,4,Linuxjullum,independence,5.29100000000017
7,20,10000,0.5,xgboost,4,1000,4,Linuxjullum,independence,6.04100000000017
10,20,10000,0.5,xgboost,4,1000,4,Linuxjullum,independence,10.585
5,5,1000,0.5,xgboost,6,1000,4,Linuxjullum,independence,5.17399999999998
7,5,1000,0.5,xgboost,6,1000,4,Linuxjullum,independence,5.27500000000055
10,5,1000,0.5,xgboost,6,1000,4,Linuxjullum,independence,7.11200000000008
5,20,1000,0.5,xgboost,6,1000,4,Linuxjullum,independence,5.21100000000024
7,20,1000,0.5,xgboost,6,1000,4,Linuxjullum,independence,5.89199999999983
10,20,1000,0.5,xgboost,6,1000,4,Linuxjullum,independence,11.4410000000007
5,5,10000,0.5,xgboost,6,1000,4,Linuxjullum,independence,5.26199999999972
7,5,10000,0.5,xgboost,6,1000,4,Linuxjullum,independence,5.5010000000002
10,5,10000,0.5,xgboost,6,1000,4,Linuxjullum,independence,7.66199999999935
5,20,10000,0.5,xgboost,6,1000,4,Linuxjullum,independence,5.38999999999942
7,20,10000,0.5,xgboost,6,1000,4,Linuxjullum,independence,6.37199999999939
10,20,10000,0.5,xgboost,6,1000,4,Linuxjullum,independence,12.1530000000002
7,5,1000,0.5,xgboost,8,1000,4,Linuxjullum,independence,5.11400000000049
10,5,1000,0.5,xgboost,8,1000,4,Linuxjullum,independence,6.72800000000007
7,20,1000,0.5,xgboost,8,1000,4,Linuxjullum,independence,5.81999999999971
10,20,1000,0.5,xgboost,8,1000,4,Linuxjullum,independence,10.3090000000002
7,5,10000,0.5,xgboost,8,1000,4,Linuxjullum,independence,5.35599999999977
10,5,10000,0.5,xgboost,8,1000,4,Linuxjullum,independence,7.17399999999998
7,20,10000,0.5,xgboost,8,1000,4,Linuxjullum,independence,6.11400000000049
10,20,10000,0.5,xgboost,8,1000,4,Linuxjullum,independence,10.5610000000006
7,5,1000,0.5,xgboost,10,1000,4,Linuxjullum,independence,5.13599999999951
10,5,1000,0.5,xgboost,10,1000,4,Linuxjullum,independence,6.94399999999951
7,20,1000,0.5,xgboost,10,1000,4,Linuxjullum,independence,6.07399999999961
10,20,1000,0.5,xgboost,10,1000,4,Linuxjullum,independence,10.9279999999999
7,5,10000,0.5,xgboost,10,1000,4,Linuxjullum,independence,5.4369999999999
10,5,10000,0.5,xgboost,10,1000,4,Linuxjullum,independence,7.66399999999976
7,20,10000,0.5,xgboost,10,1000,4,Linuxjullum,independence,6.46700000000055
10,20,10000,0.5,xgboost,10,1000,4,Linuxjullum,independence,11.415
7,5,1000,0.5,xgboost,15,1000,4,Linuxjullum,independence,5.25399999999991
10,5,1000,0.5,xgboost,15,1000,4,Linuxjullum,independence,6.90700000000015
7,20,1000,0.5,xgboost,15,1000,4,Linuxjullum,independence,6.04199999999946
10,20,1000,0.5,xgboost,15,1000,4,Linuxjullum,independence,10.3600000000006
7,5,10000,0.5,xgboost,15,1000,4,Linuxjullum,independence,5.4989999999998
10,5,10000,0.5,xgboost,15,1000,4,Linuxjullum,independence,7.15099999999984
7,20,10000,0.5,xgboost,15,1000,4,Linuxjullum,independence,6.21900000000005
10,20,10000,0.5,xgboost,15,1000,4,Linuxjullum,independence,10.8400000000001
7,5,1000,0.5,xgboost,20,1000,4,Linuxjullum,independence,5.25900000000002
10,5,1000,0.5,xgboost,20,1000,4,Linuxjullum,independence,7.03200000000015
7,20,1000,0.5,xgboost,20,1000,4,Linuxjullum,independence,5.77999999999975
10,20,1000,0.5,xgboost,20,1000,4,Linuxjullum,independence,10.0050000000001
7,5,10000,0.5,xgboost,20,1000,4,Linuxjullum,independence,5.35899999999947
10,5,10000,0.5,xgboost,20,1000,4,Linuxjullum,independence,7.1840000000002
7,20,10000,0.5,xgboost,20,1000,4,Linuxjullum,independence,6.02899999999954
10,20,10000,0.5,xgboost,20,1000,4,Linuxjullum,independence,10.6379999999999
7,5,1000,0.5,xgboost,25,1000,4,Linuxjullum,independence,5.21299999999974
10,5,1000,0.5,xgboost,25,1000,4,Linuxjullum,independence,6.67199999999957
7,20,1000,0.5,xgboost,25,1000,4,Linuxjullum,independence,5.9989999999998
10,20,1000,0.5,xgboost,25,1000,4,Linuxjullum,independence,9.8799999999992
7,5,10000,0.5,xgboost,25,1000,4,Linuxjullum,independence,5.42900000000009
10,5,10000,0.5,xgboost,25,1000,4,Linuxjullum,independence,7.03499999999985
7,20,10000,0.5,xgboost,25,1000,4,Linuxjullum,independence,6.58100000000013
10,20,10000,0.5,xgboost,25,1000,4,Linuxjullum,independence,10.5060000000003
7,5,1000,0.5,xgboost,30,1000,4,Linuxjullum,independence,5.31899999999951
10,5,1000,0.5,xgboost,30,1000,4,Linuxjullum,independence,6.875
7,20,1000,0.5,xgboost,30,1000,4,Linuxjullum,independence,6.03700000000026
10,20,1000,0.5,xgboost,30,1000,4,Linuxjullum,independence,10.4719999999998
7,5,10000,0.5,xgboost,30,1000,4,Linuxjullum,independence,5.53700000000026
10,5,10000,0.5,xgboost,30,1000,4,Linuxjullum,independence,7.26099999999951
7,20,10000,0.5,xgboost,30,1000,4,Linuxjullum,independence,6.17900000000009
10,20,10000,0.5,xgboost,30,1000,4,Linuxjullum,independence,11.1959999999999
10,5,1000,0.5,xgboost,35,1000,4,Linuxjullum,independence,6.90300000000025
10,20,1000,0.5,xgboost,35,1000,4,Linuxjullum,independence,10.3720000000003
10,5,10000,0.5,xgboost,35,1000,4,Linuxjullum,independence,7.21000000000004
10,20,10000,0.5,xgboost,35,1000,4,Linuxjullum,independence,11.2080000000005
10,5,1000,0.5,xgboost,40,1000,4,Linuxjullum,independence,7.11599999999999
10,20,1000,0.5,xgboost,40,1000,4,Linuxjullum,independence,10.5879999999997
10,5,10000,0.5,xgboost,40,1000,4,Linuxjullum,independence,7.52000000000044
10,20,10000,0.5,xgboost,40,1000,4,Linuxjullum,independence,10.9340000000002
10,5,1000,0.5,xgboost,45,1000,4,Linuxjullum,independence,7.04399999999987
10,20,1000,0.5,xgboost,45,1000,4,Linuxjullum,independence,10.6239999999998
10,5,10000,0.5,xgboost,45,1000,4,Linuxjullum,independence,7.50399999999991
10,20,10000,0.5,xgboost,45,1000,4,Linuxjullum,independence,10.8869999999997
10,5,1000,0.5,xgboost,50,1000,4,Linuxjullum,independence,6.84699999999975
10,20,1000,0.5,xgboost,50,1000,4,Linuxjullum,independence,11.1210000000001
10,5,10000,0.5,xgboost,50,1000,4,Linuxjullum,independence,7.52299999999923
10,20,10000,0.5,xgboost,50,1000,4,Linuxjullum,independence,11.7550000000001
5,5,1000,0.5,xgboost,1,1000,12,Linuxjullum,independence,2.0010000000002
7,5,1000,0.5,xgboost,1,1000,12,Linuxjullum,independence,2.84699999999975
10,5,1000,0.5,xgboost,1,1000,12,Linuxjullum,independence,6.75699999999961
5,20,1000,0.5,xgboost,1,1000,12,Linuxjullum,independence,2.59600000000046
7,20,1000,0.5,xgboost,1,1000,12,Linuxjullum,independence,4.40499999999975
10,20,1000,0.5,xgboost,1,1000,12,Linuxjullum,independence,17.2719999999999
5,5,10000,0.5,xgboost,1,1000,12,Linuxjullum,independence,2.16200000000026
7,5,10000,0.5,xgboost,1,1000,12,Linuxjullum,independence,3.05299999999988
10,5,10000,0.5,xgboost,1,1000,12,Linuxjullum,independence,7.25900000000002
5,20,10000,0.5,xgboost,1,1000,12,Linuxjullum,independence,2.73099999999977
7,20,10000,0.5,xgboost,1,1000,12,Linuxjullum,independence,5.01800000000003
10,20,10000,0.5,xgboost,1,1000,12,Linuxjullum,independence,18.4889999999996
5,5,1000,0.5,xgboost,2,1000,12,Linuxjullum,independence,3.19599999999991
7,5,1000,0.5,xgboost,2,1000,12,Linuxjullum,independence,3.41000000000076
10,5,1000,0.5,xgboost,2,1000,12,Linuxjullum,independence,6.19400000000042
5,20,1000,0.5,xgboost,2,1000,12,Linuxjullum,independence,3.27899999999954
7,20,1000,0.5,xgboost,2,1000,12,Linuxjullum,independence,4.4389999999994
10,20,1000,0.5,xgboost,2,1000,12,Linuxjullum,independence,11.4409999999998
5,5,10000,0.5,xgboost,2,1000,12,Linuxjullum,independence,3.20899999999983
7,5,10000,0.5,xgboost,2,1000,12,Linuxjullum,independence,3.63599999999951
10,5,10000,0.5,xgboost,2,1000,12,Linuxjullum,independence,6.20200000000023
5,20,10000,0.5,xgboost,2,1000,12,Linuxjullum,independence,3.48599999999988
7,20,10000,0.5,xgboost,2,1000,12,Linuxjullum,independence,4.69200000000001
10,20,10000,0.5,xgboost,2,1000,12,Linuxjullum,independence,12.1499999999996
5,5,1000,0.5,xgboost,4,1000,12,Linuxjullum,independence,5.2489999999998
7,5,1000,0.5,xgboost,4,1000,12,Linuxjullum,independence,5.31099999999969
10,5,1000,0.5,xgboost,4,1000,12,Linuxjullum,independence,7.1220000000003
5,20,1000,0.5,xgboost,4,1000,12,Linuxjullum,independence,5.35800000000018
7,20,1000,0.5,xgboost,4,1000,12,Linuxjullum,independence,6.03700000000026
10,20,1000,0.5,xgboost,4,1000,12,Linuxjullum,independence,10.4089999999997
5,5,10000,0.5,xgboost,4,1000,12,Linuxjullum,independence,5.35199999999986
7,5,10000,0.5,xgboost,4,1000,12,Linuxjullum,independence,5.52199999999994
10,5,10000,0.5,xgboost,4,1000,12,Linuxjullum,independence,7.72900000000027
5,20,10000,0.5,xgboost,4,1000,12,Linuxjullum,independence,5.25900000000002
7,20,10000,0.5,xgboost,4,1000,12,Linuxjullum,independence,6.23100000000068
10,20,10000,0.5,xgboost,4,1000,12,Linuxjullum,independence,10.8010000000004
5,5,1000,0.5,xgboost,6,1000,12,Linuxjullum,independence,7.39000000000033
7,5,1000,0.5,xgboost,6,1000,12,Linuxjullum,independence,7.28399999999965
10,5,1000,0.5,xgboost,6,1000,12,Linuxjullum,independence,8.72900000000027
5,20,1000,0.5,xgboost,6,1000,12,Linuxjullum,independence,7.33200000000034
7,20,1000,0.5,xgboost,6,1000,12,Linuxjullum,independence,7.73700000000008
10,20,1000,0.5,xgboost,6,1000,12,Linuxjullum,independence,11.433
5,5,10000,0.5,xgboost,6,1000,12,Linuxjullum,independence,7.61700000000019
7,5,10000,0.5,xgboost,6,1000,12,Linuxjullum,independence,7.57300000000032
10,5,10000,0.5,xgboost,6,1000,12,Linuxjullum,independence,9.26699999999983
5,20,10000,0.5,xgboost,6,1000,12,Linuxjullum,independence,7.5059999999994
7,20,10000,0.5,xgboost,6,1000,12,Linuxjullum,independence,8.10099999999966
10,20,10000,0.5,xgboost,6,1000,12,Linuxjullum,independence,11.9400000000005
7,5,1000,0.5,xgboost,8,1000,12,Linuxjullum,independence,9.65399999999954
10,5,1000,0.5,xgboost,8,1000,12,Linuxjullum,independence,10.5280000000002
7,20,1000,0.5,xgboost,8,1000,12,Linuxjullum,independence,9.84299999999985
10,20,1000,0.5,xgboost,8,1000,12,Linuxjullum,independence,12.9750000000004
7,5,10000,0.5,xgboost,8,1000,12,Linuxjullum,independence,9.61400000000049
10,5,10000,0.5,xgboost,8,1000,12,Linuxjullum,independence,11.125
7,20,10000,0.5,xgboost,8,1000,12,Linuxjullum,independence,10.031
10,20,10000,0.5,xgboost,8,1000,12,Linuxjullum,independence,13.5149999999994
